	af_id	af_hidden	af_global	af_enabled	af_deleted	af_throttled	af_group	af_timestamp	af_actions	af_hit_count	af_public_comments	manual_tags	comments
460	936	1	0	1	0	0	default	20181014164944	disallow	108	LTA 936	long_term_abuse	
461	604	0	0	0	1	0	default	20140303202400		107	Keyboard mashing	silly_vandalism	“Deleting, AFTv5 removed from WMF wikis --Legoktm 03/03/13” // filter’s group used to be ‘feedback’; sound like pressing random keys
462	663	0	0	0	0	0	default	20150726191722	disallow	107	Techno genre warrior	edit_warring	
463	690	0	0	0	0	0	default	20170512133607	disallow	107	Smoothest Ashu	sockpuppetry	As per comments: “See [[Wikipedia:Sockpuppet investigations/Smoothestaashu007]]. Log only for now. --Samwalton9, 25 May 2015”
464	201	0	0	0	0	0	default	20130414054340		106	KoH test filter	test	
465	288	1	0	0	1	0	default	20160824183226	disallow	105	IP reverting/wikistalking by banned user	hidden_vandalism	name alone not descriptive enough for assigning ‘harassment’
466	266	1	0	0	1	0	default	20160823115247		104	Anti-fundraising trolling	trolling	
467	506	1	0	0	1	0	default	20140102180029	disallow	104	Broadway Hoaxer	hoaxing	
468	507	1	0	0	1	0	default	20160929181209	disallow	100	Vandalism	hidden_vandalism	very descriptive name^^
469	306	1	0	0	1	0	default	20120808231304	disallow	98	URL obfuscators	hidden_vandalism	
470	843	0	0	1	0	0	default	20170628192710	disallow	98	Prevent new users from creating redirects to [[Donald Trump]]	politically_motivated	
471	78	0	0	0	1	0	default	20090517153625		98	Cross-wiki malbot vandals	bot_vandalism	
472	175	1	0	0	1	0	default	20091003121109		98	pioneer courthouse sockfarm vandalism	sockpuppetry	
473	818	1	0	0	1	0	default	20170116052714	disallow	97	Old enemy	hidden_vandalism	
474	385	1	0	0	1	0	default	20120808231407	throttle,disallow	96	Prevent new users from making mass pagemoves	page_move_vandalism	as per name, action and being hidden
475	450	1	0	0	1	0	default	20130404081101		96	Vandalizing date articles	hidden_vandalism	
476	509	1	0	0	1	0	default	20160614033636	disallow	91	Long-term pattern abuse III	long_term_abuse	
477	634	1	0	0	1	0	default	20160614035827	warn,disallow	90	Long-term sock attack	sockpuppetry	
478	229	1	0	0	1	0	default	20091127160918	throttle,warn,disallow	90	Hidden comments by new users		
479	625	0	0	0	1	0	default	20140928195427		89	Yolo Swag 2		
480	516	1	0	0	1	0	default	20160614033733	disallow	88	Celebrity vandal		
481	583	1	0	0	1	0	default	20140102182326		87	Serial sockpuppet article creations		
482	595	1	0	0	1	0	default	20181104191245	warn,disallow	86	Animal welfare IP hopper		
483	71	1	0	0	1	0	default	20090320184133	throttle	84	Unusually long pagemove edit summaries		
484	844	1	0	0	0	0	default	20170716153910	disallow	84	Test filter		
485	140	1	0	0	1	0	default	20090928231118	disallow	84	Long-term harassment case		
486	703	0	0	0	1	0	default	20150713211356		82	Edit summary only consists of article title		
487	725	1	0	0	0	0	default	20151114190802	disallow	82	Long term title vandal		
488	228	1	0	0	1	0	default	20160820181427		82	AnonTalk 3		
489	557	1	0	0	1	0	default	20161012203159	disallow	80	Freewill vandal		
490	165	1	0	0	1	0	default	20090512070119	disallow	79	Image vandalism		
491	800	1	0	0	0	0	default	20170315083000	disallow	78	ranpini		
492	779	1	0	0	0	0	default	20160824134445	disallow	77	Manga EL spam		
493	525	1	0	0	1	0	default	20140102180250	disallow	77	Sock vandal User:Danrolo		
494	305	1	0	0	1	0	default	20100404194255	throttle,disallow	77	Potential sleeper accounts		
495	576	1	0	0	1	0	default	20160614034611	disallow	77	Dantherocker1		
496	116	1	0	0	1	0	default	20170402073422	disallow	77	Persistent vandal creating redirects		
497	888	1	0	0	0	0	default	20181208131357	disallow	77	IP bot editing		
498	131	0	0	0	1	0	default	20091127160905	warn,disallow	76	Removal of controversial images		
499	694	0	0	1	0	0	default	20181023223653	disallow	74	Moves to or from the Module namespace		
500	585	1	0	0	1	0	default	20140102182111	disallow	72	New user removing own name from AIV		
501	868	1	0	1	0	0	default	20180809162025	disallow	71	Template vandalism		
502	547	1	0	0	0	0	default	20170605190343	disallow	70	Cat Creek		
503	922	1	0	0	0	0	default	20181104190106	disallow	70	Abusive messages on RfA-related pages		
504	459	1	0	0	0	0	default	20160718155146	disallow	70	Long-term block evasion		
505	584	1	0	0	1	0	default	20160614034706		65	Improper Template Usage by New User		
506	567	1	0	0	1	0	default	20160614034452	disallow	64	Disruptive CSD nominations		
507	581	1	0	0	1	0	default	20160614034647		64	Dantherocker1 II		
508	14	0	0	0	1	0	default	20090325102514		63	Test to detect new pages by new users		
509	312	1	0	0	1	0	default	20150212173501		62	External link removal		
510	621	1	0	0	1	0	default	20160614035403	disallow	62	Spambot Filter		
511	328	1	0	0	1	0	default	20130404080744		61	Prolific socker III		
512	660	1	0	0	0	0	default	20150128141314		61	Possibly JarlaxleArtemis (LTA)		
513	668	1	0	0	0	0	default	20150429015714	disallow	61	GP disruption		
514	226	1	0	0	1	0	default	20091003121354		61	Johnali123 sockpuppets		
515	4	1	0	0	1	0	default	20160812192142		60	Copernicus vandal		
516	910	0	0	0	1	0	default	20180714091120		60	Maureen Wroblewitz spammer		
517	414	1	0	0	1	0	default	20160904150257	disallow	60	M5 Vandalism		
518	501	1	0	0	1	0	default	20160614033558		60	Chinese blogpost spammer		
519	566	1	0	0	1	0	default	20140102181650	disallow	57	SPI Impersonation		
520	635	0	0	0	1	0	default	20180817210724	warn	57	OTRS template added by non-OTRS member		
521	419	0	0	0	1	0	default	20120808231716	disallow	57	User removing himself from AIV		
522	330	1	0	0	1	0	default	20110310111130	warn	55	Attacks on editors		
523	914	1	0	1	0	0	default	20180422210717	disallow	54	Igor Janev Spammer		
524	293	1	0	0	1	0	default	20160824183539	disallow	53	J.delanoy attacks		
525	193	1	0	0	1	0	default	20090928230945		53	Wknight94's test filter		
526	750	0	0	0	0	0	default	20160823102448		51	Long term film vandal		
527	263	1	0	0	1	0	default	20100808082040		50	Serafin - talk page abuse		
528	510	1	0	0	1	0	default	20160614033645		50	JonesManorFarm		
529	778	1	0	0	1	0	default	20160722100644		48	Ceb sock		
530	816	1	0	0	1	0	default	20170120213621	disallow	47	ARBPIA vandal bot		
531	390	1	0	0	1	0	default	20160614032112	disallow	47	Dynamic IP vandalism		
532	204	1	0	0	1	0	default	20091023011806	disallow	47	Bangladeshi vandal		
533	467	1	0	0	1	0	default	20160614032854	disallow	47	Sakaisinai7		
534	594	1	0	0	1	0	default	20160614034809	disallow	46	Verizon mobile vandal		
535	940	1	0	0	0	0	default	20181109181811	throttle,disallow	46	LTA 940		
536	178	1	0	0	1	0	default	20090812211459	disallow	46	Crier attack vandalism		
537	570	1	0	0	1	0	default	20160614034517	disallow	45	Checkmarx		
538	696	1	0	0	0	0	default	20150714000934		44	Informative link spam		
539	730	1	0	0	0	0	default	20160107192810		44	Filter to spot sock		
540	48	0	0	0	1	0	default	20090325083005		43	Oft-inappropriate external links		
541	191	1	0	0	1	0	default	20160820181202		43	User:ECW500		
542	309	1	0	0	1	0	default	20100920023439	throttle	42	Unusual change of URLs		
543	719	0	0	0	0	0	default	20150818174227	disallow	42	Empty ref vandal		
544	480	1	0	0	1	0	default	20160911183305	disallow	42	Swamilive		
545	508	1	0	0	1	0	default	20160614033626	disallow	42	Long-term pattern abuse II		
546	471	1	0	0	1	0	default	20131003210147		41	Eurodance vandal		
547	795	1	0	0	1	0	default	20170402074826	disallow	40	Ref Desk Troll		
548	211	0	0	0	1	0	default	20090928231057		40	Warn users about entering email addresses		
549	54	1	0	0	1	0	default	20100808081238		39	Virgin Killer vandalism		
550	830	1	0	0	0	0	default	20190104180947	disallow	39	LTA_O_socking		
551	953	1	0	0	0	0	default	20190104181712		39	Galobtter test filter		
552	736	0	0	0	0	0	default	20151203092828		39	XSS Filter		
553	629	1	0	0	0	0	default	20180403031050		38	Possible Spamming		
554	945	1	0	1	0	0	default	20181205003231	throttle,disallow	37	proxy talk page abuse		
555	490	1	0	0	1	0	default	20160911190243	disallow	37	Beatles IP vandal		
556	340	1	0	0	1	0	default	20150212173520		36	Misc Vandalism, Type N+1		
557	360	1	0	0	1	0	default	20110310111414	disallow	36	Spam Blacklist Circumvention Attempts		
558	546	1	0	0	1	0	default	20160614034041	disallow	35	Disruptive user from Hyogo, Japan		
559	673	0	0	0	0	0	default	20160128121223		35	Ankur Mazumder		
560	896	1	0	1	0	0	default	20190104211438	disallow	34	ANI trolling		
561	760	1	0	0	0	0	default	20160628012842	disallow	34	Sandbox vandal		
562	154	0	0	0	1	0	default	20090807113207		33	Macedonia naming conflict 2		
563	781	1	0	0	0	0	default	20161103144540	disallow	32	LTA collection 1		
564	553	1	0	0	1	0	default	20130611050053		32	The FIFA Vandal from Peru		
565	821	1	0	0	0	0	default	20180725014748	disallow	32	Supersonic jet		
566	678	0	0	0	0	0	default	20151223104143		32	MOS vandal		
567	701	0	0	0	0	0	default	20150829164145		32	Image link spam		
568	241	1	0	0	1	0	default	20091003121014		32	Truth Lover sock vandal		
569	378	1	0	0	1	0	default	20120202004442	disallow	31	Russian Science		
570	775	1	0	0	1	0	default	20160723173128		30	MKUltra Vandal		
571	792	1	0	0	0	0	default	20181230215124	disallow	30	Harassment		
572	107	1	0	0	1	0	default	20090807112653		30	Continued spam of blacklisted links		
573	412	1	0	0	1	0	default	20110518202040		30	Image added		
574	440	0	0	0	1	0	default	20120719063817		30	intextual.com markup		
575	448	1	0	0	1	0	default	20130404081056	disallow	30	unblock disruption		
576	746	1	0	0	0	0	default	20160208201022	disallow	30	Prolific socker IV (B)		
577	407	1	0	0	1	0	default	20120808231546	disallow	29	Disruptive block evasion		
578	437	0	0	0	1	0	default	20120808231808	warn	29	Title blacklist for TITLES with more than 9 caps		
579	25	1	0	0	1	0	default	20090318150015		28	Unusual behavior from new account		
580	911	1	0	0	1	0	default	20180724113113	disallow	28	Wrestling social networking spammer		
581	237	0	0	0	1	0	default	20091003121439		28	Creating page with maintenance templates		
582	93	0	0	0	1	0	default	20090708124036		27	Web links in edit summaries		
583	863	1	0	0	0	0	default	20180403030800		27	LGBT LTA		
584	863	1	0	0	0	0	default	20171118220117	disallow	27	LTA 873		
585	933	1	0	1	0	0	default	20181001034355	disallow	27	Deepak Khumar		
586	45	1	0	0	1	0	default	20090322043601		26	Move to title with special characters		
587	307	1	0	0	1	0	default	20100404201317	throttle,warn,disallow	26	Redlink/edit summary vandalism by specific user		
588	609	1	0	0	0	0	default	20140801184723	disallow	25	Europa Universalis-related disruption		
589	411	0	0	0	1	0	default	20110521082446	warn,disallow	25	Edit notices		
590	199	0	0	0	1	0	default	20160820181339		25	Unflagged Bots		
591	209	0	0	0	1	0	default	20090928231104	disallow	25	arwiki interwiki problem		
592	370	1	0	0	1	0	default	20110310111524	throttle,disallow	24	Persistent vandalism		
593	157	1	0	0	1	0	default	20160820180542	disallow	24	Greek nationalism		
594	938	1	0	1	0	0	default	20181022180632	disallow	24	Targeted abuse		
595	599	1	0	0	1	0	default	20160614034844		23	FPV		
596	94	0	0	0	1	0	default	20090807112502	warn,disallow	23	San Diego = whale's vagina		
597	326	1	0	0	1	0	default	20160904150103	disallow	22	Vandalism-only article names		
598	845	1	0	0	0	0	default	20170421164626	warn,disallow	22	Prevention of AIV/UAA hinderance		
599	361	1	0	0	1	0	default	20160904150215	disallow	22	"""Scruffy"" vandalism"		
600	372	1	0	0	1	0	default	20110310111536	disallow	22	Reference desk vandalism		
601	375	1	0	0	1	0	default	20120202004431	disallow	22	9/11 Vandalism		
602	638	1	0	0	1	0	default	20170402074101	disallow	22	Stern review		
603	656	1	0	0	1	0	default	20160614040359	disallow	22	Driver 3 vandal		
604	203	1	0	0	1	0	default	20110310110538	disallow	22	Template spam from 88.105.0.0/16		
605	488	1	0	0	1	0	default	20160911190128	disallow	22	Currently active sockmaster		
606	839	0	0	0	0	0	default	20170221004051		21	Bad word test		
607	95	1	0	0	1	0	default	20090419183716		21	Administrator attack page		
608	363	1	0	0	1	0	default	20110310104458	disallow	21	Article becoming redirect to The Game		
609	112	1	0	0	1	0	default	20090830005339	disallow	21	Repeated advocacy/spam on Zoophilia		
610	641	1	0	0	1	0	default	20160614040013	disallow	21	AP disruption		
611	141	1	0	0	1	0	default	20090409111815		21	Abusive unblock denials - new approach		
612	923	1	0	1	0	0	default	20180620111016		21	Possible Nigerian phone scams		
613	417	1	0	0	1	0	default	20160904150318	disallow	21	Suspected Sockpuppets		
614	298	1	0	0	1	0	default	20100301152737	warn	20	Red link vandalism 2		
615	615	1	0	0	1	0	default	20160614035243	disallow	20	Reference desk trolling		
616	618	1	0	0	0	0	default	20150203031455	disallow	20	Wikipedia space trolling		
617	726	1	0	0	0	0	default	20151216152913	disallow	20	Paul Easter		
618	747	0	0	0	1	0	default	20160420045711		20	Removal or addition of [[WP:PP-30-500|pp-30-500]] by non-admin		
619	6	0	0	0	1	0	default	20090718184557		19	Users editing editnotices of other users		
620	538	1	0	0	1	0	default	20160614033954	disallow	19	Possible sockpuppetry		
621	60	0	0	0	1	0	default	20090319175424		19	Removing sandbox header		
622	851	0	0	0	0	0	default	20180312212211		19	Carlos Gardel vandalism		
623	101	0	0	0	1	0	default	20090807112431		19	Fritzl case vandalism		
624	645	1	0	0	1	0	default	20160614040149	disallow	19	Camp Half-Blood vandal		
625	400	1	0	0	1	0	default	20120808231520	throttle,disallow	19	Prolific socker IV		
626	763	1	0	0	0	0	default	20161111052036		19	Persistent vandal		
627	395	1	0	0	1	0	default	20120808231426	disallow	18	Topic rangeblocks		
628	443	1	0	0	1	0	default	20130404081000		18	Beatles		
629	456	1	0	0	1	0	default	20130404081129	throttle,disallow	18	Kay Uwe Böhm		
630	482	1	0	0	1	0	default	20120802134516		18	Using comments to evade edit filter		
631	232	1	0	0	1	0	default	20110310110732	disallow	18	[[BJCP]]		
632	255	1	0	0	1	0	default	20100106173931		18	Rodgarton		
633	259	1	0	0	1	0	default	20100106173841		17	Brazil vandal		
634	55	1	0	0	1	0	default	20100808082207		17	Signing articles		
635	832	1	0	0	0	0	default	20171018033635	disallow	17	Profile sock		
636	849	1	0	1	0	0	default	20190104233809		17	Cat Creek II		
637	137	1	0	0	1	0	default	20160818210043		17	Copernicus vandal 2		
638	951	1	0	0	0	0	default	20181218185129		17	TFA disruption		
639	186	1	0	0	1	0	default	20090928231112	disallow	17	INFRINGEMENT vandal - [[Special:Contributions/172.130.240.199]]		
640	883	0	0	1	0	0	default	20171014154339		16	Page moves to bad words or other vandalism		
641	900	1	0	1	0	0	default	20180126234203		16	David Adam Kess Sock		
642	447	1	0	0	1	0	default	20130404081024	disallow	16	Tile join targets		
643	15	0	0	0	1	0	default	20090319005312		15	Discussion page vandalism		
644	544	1	0	0	1	0	default	20161012202424	disallow	15	Specific-page vandalism by single vandal		
645	381	1	0	0	1	0	default	20120202004457	disallow	15	Scientology group		
646	954	1	0	1	0	0	default	20190103221750	disallow	15	LTA 954		
647	503	1	0	0	1	0	default	20160614033605	disallow	15	GISHWHES		
648	539	1	0	0	1	0	default	20140102175832	disallow	14	Lebanese football rangeblock		
649	37	0	0	0	1	0	default	20090404190702	warn,disallow	14	"""Ur anus"" joke"		
650	549	1	0	0	1	0	default	20140102181348	disallow	14	Airport vandal		
651	319	1	0	0	1	0	default	20101208223054	disallow	14	Attacks on User:Rodhullandemu		
652	359	1	0	0	1	0	default	20160904150143	disallow	14	Specific-page vandalism 2		
653	897	0	0	1	0	0	default	20180123142941	disallow	14	Weird spambot		
654	949	0	0	0	1	0	default	20181225000531		14	SQL Testing filter		
655	217	1	0	0	1	0	default	20090928231047	warn,disallow	14	Abdul Rahman Al-Sudais anon vandalism		
656	827	1	0	0	1	0	default	20170305092905	disallow	13	Abusive username activity		
657	616	0	0	0	1	0	default	20150628135346	warn,disallow	13	disruption of music articles		
658	713	1	0	0	0	0	default	20150805150247	disallow	13	Lee Corso		
659	820	1	0	0	0	0	default	20170102113336	disallow	12	Talk page vandal		
660	317	1	0	0	1	0	default	20100413092702	warn,disallow	12	Sentry Gun		
661	580	1	0	0	1	0	default	20160614034639	disallow	12	Airport vandal		
662	333	1	0	0	1	0	default	20110310111140	disallow	12	Akraj block evasion - IP socks (live test)		
663	352	1	0	0	1	0	default	20101107190729	disallow	12	Macedonian language multiple AfDs		
664	884	1	0	0	1	0	default	20180131195533	disallow	12	Nsmutte		
665	654	0	0	0	1	0	default	20150119183842		12	Jetania vandalism		
666	929	0	0	1	0	0	default	20180826201614		12	LTA Hydro		
667	683	1	0	0	1	0	default	20160614040802		12	New users removing sections from the Reference Desk		
668	462	1	0	0	1	0	default	20120820155230	disallow	12	Serial harassment of MuZemike		
669	219	0	0	0	1	0	default	20090803161738		12	Arbcom requested filter (FOFF)		
670	780	0	0	0	0	0	default	20160812030457		11	Addition of interlanguage links		
671	556	1	0	0	1	0	default	20161012202550	disallow	11	Impersonation usernames		
672	332	1	0	0	1	0	default	20100522071643		11	J.delanoy vandal		
673	598	1	0	0	1	0	default	20140102175720	warn,disallow	11	Template redirect protection		
674	158	0	0	0	1	0	default	20090617081158	disallow	11	Bill Posey = alligator child		
675	451	1	0	0	1	0	default	20130404081107	disallow	11	IP attacks		
676	727	0	0	0	0	0	default	20160126000441		11	Samwalton9 test filter		
677	500	1	0	0	1	0	default	20160929181057	disallow	11	Sock		
678	758	1	0	0	0	0	default	20160426065334		11	Block evading editor		
679	776	1	0	0	1	0	default	20160829162005	disallow	10	Prolific socker IV (update)		
680	290	0	0	0	1	0	default	20100312022427		10	172 Filter		
681	36	1	0	0	1	0	default	20090830005032	warn,disallow	10	SEO push University of Atlanta		
682	817	1	0	0	0	0	default	20170104011726	disallow	10	Obamacare vandalism		
683	824	1	0	0	0	0	default	20170418153256	disallow	10	Zeitgeist		
684	343	0	0	0	1	0	default	20100920023444		10	Keemstar vandalism		
685	603	1	0	0	0	0	default	20160405110310	warn	10	Special case of reverting XLinkBot reverts		
686	533	1	0	0	1	0	default	20160614033928	disallow	9	Balun link spammer		
687	291	1	0	0	1	0	default	20100808081955		9	Prolific Seelincolshire Sock puppetry		
688	810	1	0	0	1	0	default	20161213162548		9	Suix vandal		
689	315	1	0	0	1	0	default	20100808081913		9	Garbled content		
690	74	0	0	0	1	0	default	20090320212342		9	Unwikified text added to end of article		
691	353	1	0	0	1	0	default	20100819063503	disallow	9	Blackout vandalism		
692	468	1	0	0	1	0	default	20160614032907		9	Fixing vandal		
693	486	1	0	0	1	0	default	20160614033248	disallow	9	Chilean vandal		
694	248	1	0	0	1	0	default	20110310110852	disallow	9	Memphis Music Spam		
695	764	1	0	0	1	0	default	20170402074700	disallow	9	Shirik's Refdesk Filter		
696	530	1	0	0	1	0	default	20130228170555	disallow	8	Writ Keeper's test filter		
697	22	1	0	0	1	0	default	20160812194447	disallow	8	New accounts mentioning the abuse filter		
698	284	1	0	0	1	0	default	20100214192857	disallow	8	Image vandalism		
699	802	1	0	0	0	0	default	20170716170553		8	Teenage Fairytale Dropouts LTA		
700	611	1	0	0	1	0	default	20160818174003	disallow	8	Persistent talk page abuse from IP ranges III		
701	371	1	0	0	1	0	default	20110310111531		8	Reference desk trolling		
702	908	1	0	0	0	0	default	20180809162142		8	Si Thu Moe Min		
703	153	1	0	0	1	0	default	20090928230922	disallow	8	Sock deterrance		
704	932	0	0	1	0	0	default	20180912225448		8	"Adding ""theknot.com"" into BLP articles"		
705	679	1	0	0	1	0	default	20150518215516		8	Possible offensive redirect		
706	729	1	0	0	0	0	default	20160126162749		8	Vandalism from Santa Cruz Coe		
707	514	0	0	0	1	0	default	20170402073819	warn	7	Legoktm's test filter		
708	8	0	0	0	1	0	default	20090819175717		7	Self-redirect		
709	324	1	0	0	1	0	default	20160904145949	disallow	7	Possible edits by Fraberj		
710	327	1	0	0	1	0	default	20101107191330	disallow	7	Special TFA filter		
711	857	1	0	0	1	0	default	20170522203213	disallow	7	DigitalRavan		
712	108	0	0	0	1	0	default	20090327021159		7	Hangon Tag		
713	927	1	0	1	0	0	default	20181028205638		7	LTA 927		
714	695	1	0	0	1	0	default	20181104191958		7	Long term vandal		
715	444	1	0	0	1	0	default	20130404081005	disallow	7	Pezzuto, Ivo references		
716	208	0	0	0	1	0	default	20090830005614		7	Removal of WebCite URLs		
717	245	1	0	0	1	0	default	20110310110845	disallow	7	AN and AN/I abuse		
718	275	1	0	0	1	0	default	20100329231511		6	New users moving featured articles		
719	38	1	0	0	1	0	default	20090807112247	warn,disallow	6	Argentina nuclear energy IP hopper		
720	57	0	0	0	1	0	default	20090327103250		6	Creation of attack page titles		
721	70	1	0	0	1	0	default	20090321081152		6	Unusual move reason		
722	347	1	0	0	1	0	default	20190105155520	warn,disallow	6	Yet another test filter		
723	612	1	0	0	1	0	default	20140602034412	disallow	6	Wrestling pusher		
724	870	1	0	0	0	0	default	20180821180549	disallow	6	nowiki phishing		
725	903	1	0	0	0	0	default	20181108021307	disallow	6	neocatechumenal way		
726	401	0	0	0	1	0	default	20120808231528	disallow	6	"""Red hair"" vandalism"		
727	418	1	0	0	1	0	default	20170402073605	disallow	6	User is Shirik (test filter)		
728	421	0	0	0	1	0	default	20120808231722		6	Engvar filter		
729	428	1	0	0	1	0	default	20120808231734		6	Image abuse		
730	207	0	0	0	1	0	default	20090830005600		6	Non-admins reviewing unblock requests		
731	214	0	0	0	1	0	default	20090728230153		6	Creating articles with title contained in username		
732	512	1	0	0	1	0	default	20160614033654		5	Long-term pattern abuse IV		
733	20	0	0	0	1	0	default	20160812193140		5	"Saying ""The abuse filter will block this"""		
734	540	1	0	0	1	0	default	20130329222146	disallow	5	Temporary filter		
735	801	1	0	0	1	0	default	20161113203914		5	Prolific_socking_IPs		
736	49	1	0	0	1	0	default	20160813234857		5	Hina spam		
737	571	1	0	0	1	0	default	20160614034525	disallow	5	Persistent Disruption		
738	69	1	0	0	1	0	default	20090321185406		5	Unusual title change 2		
739	842	1	0	0	0	0	default	20170314161944	disallow	5	Talk page abuse		
740	338	0	0	0	1	0	default	20100618045125		5	Vuvuzela vandalism		
741	858	0	0	0	1	0	default	20181211182505		5	Anime vandal filter		
742	610	1	0	0	0	0	default	20160818173520	disallow	5	Turkish Vandal		
743	355	1	0	0	1	0	default	20110310111343	disallow	5	Misc vandal		
744	109	1	0	0	1	0	default	20090617081623	warn,disallow	5	Fleshlight		
745	392	1	0	0	1	0	default	20150212181750	disallow	5	/v/		
746	658	0	0	0	1	0	default	20150123194720	disallow	5	Disallow moving articles to the Topic namespace		
747	952	1	0	0	1	0	default	20181230215051		5	Image vandalism IV		
748	476	1	0	0	1	0	default	20160614032919	disallow	5	Kingdom of Sardinia		
749	748	0	0	0	1	0	default	20160420045626		5	pp-30-500 editing restriction		
750	286	1	0	0	1	0	default	20100204022213	warn,disallow	4	Tokusatsu Vandal		
751	40	0	0	0	1	0	default	20090325082823		4	Detect deaths		
752	318	1	0	0	1	0	default	20100416220302	disallow	4	School attacks		
753	348	1	0	0	1	0	default	20100801172202		4	Rapid insertion of external links		
754	127	0	0	0	1	0	default	20090402212520		4	Helpme tag in content namespace		
755	646	0	0	0	1	0	default	20141202045818		4	Incorrectly adding images		
756	924	1	0	0	1	0	default	20180719144037	disallow	4	Supersonic Transport Vandal		
757	173	1	0	0	1	0	default	20090807113129		4	Knave		
758	429	0	0	0	1	0	default	20110822003015		4	Possible malware attack		
759	943	1	0	0	0	0	default	20181221050308	disallow	4	Prevent special disruption		
760	693	0	0	0	0	0	default	20150625151023	disallow	4	Drake Bell attack		
761	720	0	0	0	0	0	default	20151231175642		4	Rothwell-Smith spam		
762	536	1	0	0	1	0	default	20130317180029		3	Mrpontiac1		
763	301	1	0	0	1	0	default	20100321234837		3	Blu Aardvark abusive unblock requests		
764	574	1	0	0	1	0	default	20130718094758	disallow	3	Vandalism		
765	853	1	0	0	0	0	default	20170512133620	disallow	3	Quick vandalism response		
766	882	1	0	0	1	0	default	20171010005143		3	LTA 882		
767	387	1	0	0	1	0	default	20160904150238	disallow	3	Fake pagemove edit summaries		
768	691	0	0	0	0	0	default	20150618161603		3	Shadows of the Void		
769	184	1	0	0	1	0	default	20090620043823	warn,disallow	3	abusive edit summaries		
770	707	1	0	0	0	0	default	20150719124707	disallow	3	Edit filter false positives vandalism		
771	749	1	0	0	0	0	default	20160111160718		3	SS disruption		
772	243	1	0	0	1	0	default	20150212173432		3	WikiMedia Viewer possible malware		
773	244	0	0	0	1	0	default	20091003125413		3	Possibly broken proxies		
774	251	1	0	0	1	0	default	20160820181913		3	Mark Levin Vandalism		
775	552	1	0	0	1	0	default	20160614034140	disallow	2	Wikiassociate rangeblock		
776	302	0	0	0	1	0	default	20100317030333		2	Possible COI		
777	814	1	0	0	1	0	default	20170402072733		2	More refspam		
778	73	0	0	0	1	0	default	20090320200641	throttle,warn,disallow	2	Throttle test		
779	841	0	0	0	1	0	default	20170224013137		2	Unofficial sports transaction		
780	589	0	0	0	1	0	default	20160614034734		2	Possible recreation of deleted material		
781	606	0	0	0	1	0	default	20160614035031	warn	2	ANI restoration bug		
782	362	0	0	0	1	0	default	20100922082300		2	New user creating page		
783	628	1	0	0	1	0	default	20160614035602	disallow	2	User talk page vandalism by sockpuppets		
784	118	0	0	0	1	0	default	20090423050115		2	The final selection of TFA's is made by Raul654, the featured article director		
785	379	0	0	0	1	0	default	20110119220533		2	username registrations by trademarkia		
786	413	1	0	0	1	0	default	20120808231609		2	Adding images to userspace		
787	669	0	0	0	1	0	default	20160614040618		2	Service Kompor		
788	162	1	0	0	1	0	default	20090517140757	warn,disallow	2	Thermal bag		
789	682	1	0	0	1	0	default	20181104191913	disallow	2	SEO/Attack page		
790	431	1	0	0	1	0	default	20110903105437	disallow	2	Malaysian IP hopping vandal		
791	687	0	0	0	1	0	default	20160614040910		2	Possible word replacement extension		
792	714	1	0	0	1	0	default	20170402074415	disallow	2	Reference desk sexuality trolling		
793	715	0	0	0	1	0	default	20170114074839	warn,disallow	2	IP notification on RFP/C		
794	484	0	0	0	1	0	default	20150212172634	warn	2	Shutdown of ClueBot by non-admin user		
795	487	0	0	0	1	0	default	20140303202310		2	Test filter for feedback tool oversight prevention		
796	805	1	0	0	1	0	default	20161213162528		1	Compromised activity		
797	561	1	0	0	1	0	default	20160614034418	disallow	1	Chaosname II		
798	310	1	0	0	1	0	default	20160824183625	disallow	1	Pagemove vandalism by specific vandal #2		
799	822	1	0	0	0	0	default	20170130055044	disallow	1	Shinji		
800	831	0	0	0	0	0	default	20170418152852		1	Yanchilin spammer		
801	334	1	0	0	1	0	default	20100531204443	disallow,blockautopromote	1	Grawp page move vandalism		
802	350	1	0	0	1	0	default	20110310111326		1	Waterspaces candidates		
803	120	1	0	0	1	0	default	20160818205831		1	Real life info		
804	121	1	0	0	1	0	default	20090331035312		1	Testing filter		
805	649	1	0	0	1	0	default	20160614040218		1	SP disruption		
806	142	1	0	0	1	0	default	20090525134153	disallow	1	Buddhism and Quantum Physics		
807	399	1	0	0	1	0	default	20120808231514	disallow	1	User page vandalism		
808	145	1	0	0	1	0	default	20090501020009	disallow	1	Socks abusing talk page privilege		
809	677	0	0	0	1	0	default	20150401165223		1	April Fools disruption		
810	685	1	0	0	1	0	default	20160614040844		1	HH disruption		
811	196	1	0	0	1	0	default	20150212173405		1	Michael Jackson move vandalism		
812	198	1	0	0	1	0	default	20090704200951		1	Sock test		
813	230	1	0	0	1	0	default	20160820181534	disallow	1	AnonTalk 4		
814	256	1	0	0	1	0	default	20091127160945		0	Duran Duran vandal		
815	515	1	0	0	1	0	default	20121219184028	warn,disallow	0	More LTA		
816	771	1	0	0	1	0	default	20160701154055		0	Orion LTA		
817	772	0	0	0	1	0	default	20160703161546		0	Crosses for deceased people		
818	517	1	0	0	1	0	default	20160614033741	throttle,disallow	0	Train station removal		
819	262	1	0	0	1	0	default	20091116214938		0	If you donate ...		
